transaction_id,customer_id,transaction_date,amount
91,6130,01-01-2023 01:30,422.54
92,2662,01-01-2023 01:31,363.78
93,2742,01-01-2023 01:32,283.49
94,3548,01-01-2023 01:33,24.75
95,9175,01-01-2023 01:34,857.52
96,1466,01-01-2023 01:35,645.16
97,9712,01-01-2023 01:36,373.56
98,1607,01-01-2023 01:37,516.28
99,5242,01-01-2023 01:38,134.75
100,4113,01-01-2023 01:39,685.72
101,7962,01-01-2023 01:40,385.2
102,8651,01-01-2023 01:41,141.97
103,1543,01-01-2023 01:42,895.01
104,6746,01-01-2023 01:43,394.68
105,7130,01-01-2023 01:44,114.25
106,7561,01-01-2023 01:45,285.89
107,9588,01-01-2023 01:46,735.35
108,9782,01-01-2023 01:47,735.36
109,7774,01-01-2023 01:48,819.19
110,3367,01-01-2023 01:49,399.24
111,1215,01-01-2023 01:50,441.11
112,2728,01-01-2023 01:51,64.94
113,5115,01-01-2023 01:52,333.08
114,9815,01-01-2023 01:53,674.88
115,2365,01-01-2023 01:54,670.36
116,7820,01-01-2023 01:55,674.78
117,3057,01-01-2023 01:56,558.08
118,7091,01-01-2023 01:57,49.23
119,3817,01-01-2023 01:58,838.91
120,7061,01-01-2023 01:59,85.15
121,7057,01-01-2023 02:00,720.98
122,6783,01-01-2023 02:01,740.18
123,2016,01-01-2023 02:02,719.14
124,1966,01-01-2023 02:03,21.8
125,5437,01-01-2023 02:04,304.32
126,3627,01-01-2023 02:05,113.42
127,9093,01-01-2023 02:06,514.54
128,4736,01-01-2023 02:07,221.08
129,1248,01-01-2023 02:08,499.53
130,4547,01-01-2023 02:09,202.98
131,3408,01-01-2023 02:10,540.32
132,8804,01-01-2023 02:11,385.65
133,9795,01-01-2023 02:12,594.29
134,8124,01-01-2023 02:13,517.8
135,8116,01-01-2023 02:14,224.38
136,6343,01-01-2023 02:15,415.79
137,7006,01-01-2023 02:16,178.53
138,1122,01-01-2023 02:17,185.04
139,2274,01-01-2023 02:18,974.7
140,6579,01-01-2023 02:19,549.72
141,9215,01-01-2023 02:20,552.27
142,2926,01-01-2023 02:21,542.84
143,3460,01-01-2023 02:22,910.51
144,5704,01-01-2023 02:23,750.33
145,6635,01-01-2023 02:24,586.22
146,2160,01-01-2023 02:25,41.27
147,3813,01-01-2023 02:26,256.37
148,5241,01-01-2023 02:27,510.2
149,1739,01-01-2023 02:28,205.31
150,6951,01-01-2023 02:29,748.13
151,6967,01-01-2023 02:30,40.35
152,9841,01-01-2023 02:31,860.26
153,7412,01-01-2023 02:32,720.06
154,2291,01-01-2023 02:33,429.68
155,2196,01-01-2023 02:34,295.17
156,1759,01-01-2023 02:35,781.11
157,6848,01-01-2023 02:36,212.73
158,5218,01-01-2023 02:37,392.85
159,7375,01-01-2023 02:38,290.43
160,9375,01-01-2023 02:39,854.08
161,3299,01-01-2023 02:40,299.28
162,4388,01-01-2023 02:41,776.96
163,3946,01-01-2023 02:42,47.67
164,7764,01-01-2023 02:43,253.83
165,5185,01-01-2023 02:44,758.48
166,8052,01-01-2023 02:45,574.15
167,5305,01-01-2023 02:46,466.25
168,1034,01-01-2023 02:47,692.99
169,7874,01-01-2023 02:48,738.12
170,1873,01-01-2023 02:49,886
171,9632,01-01-2023 02:50,807.44
172,4957,01-01-2023 02:51,29.26
173,5683,01-01-2023 02:52,949.78
174,4114,01-01-2023 02:53,488
175,1698,01-01-2023 02:54,632.46
176,1067,01-01-2023 02:55,834.51
177,8980,01-01-2023 02:56,668.32
178,5504,01-01-2023 02:57,597.64
179,9335,01-01-2023 02:58,309.83
180,5800,01-01-2023 02:59,560.76
181,4979,01-01-2023 03:00,544.4
182,2864,01-01-2023 03:01,928.85
183,1465,01-01-2023 03:02,692.81
184,7021,01-01-2023 03:03,423.92
185,4070,01-01-2023 03:04,659.76
186,8665,01-01-2023 03:05,538.37
187,9929,01-01-2023 03:06,620.56
188,7656,01-01-2023 03:07,392.65
189,4557,01-01-2023 03:08,975.13
190,9661,01-01-2023 03:09,5.36
191,2755,01-01-2023 03:10,85.4
192,4873,01-01-2023 03:11,255.03
193,7262,01-01-2023 03:12,263.49
194,1845,01-01-2023 03:13,424.78
195,2215,01-01-2023 03:14,268.31
196,9776,01-01-2023 03:15,341.72
197,2629,01-01-2023 03:16,377.15
198,6570,01-01-2023 03:17,621.77
199,1484,01-01-2023 03:18,625.68
200,5788,01-01-2023 03:19,942.15
201,7332,01-01-2023 03:20,181.76
202,8626,01-01-2023 03:21,394.72
203,3050,01-01-2023 03:22,845.72
204,9902,01-01-2023 03:23,711.17
205,7558,01-01-2023 03:24,304.78
206,2157,01-01-2023 03:25,277.84
207,1371,01-01-2023 03:26,335.19
208,9497,01-01-2023 03:27,749.23
209,8715,01-01-2023 03:28,46.57
210,7305,01-01-2023 03:29,430.46
211,3980,01-01-2023 03:30,866.96
212,3060,01-01-2023 03:31,664.9
213,3637,01-01-2023 03:32,942.84
214,9764,01-01-2023 03:33,50.31
215,2006,01-01-2023 03:34,485.28
216,2284,01-01-2023 03:35,591.55
217,9759,01-01-2023 03:36,818.31
218,2139,01-01-2023 03:37,683.51
219,1171,01-01-2023 03:38,44.51
220,7541,01-01-2023 03:39,351.77
221,5731,01-01-2023 03:40,158.47
222,1613,01-01-2023 03:41,318.81
223,2861,01-01-2023 03:42,553.65
224,8459,01-01-2023 03:43,889.65
225,1070,01-01-2023 03:44,25.35
226,8591,01-01-2023 03:45,313.13
227,7486,01-01-2023 03:46,258.44
228,1638,01-01-2023 03:47,416.33
229,2850,01-01-2023 03:48,254.64
230,7123,01-01-2023 03:49,63.53
231,8951,01-01-2023 03:50,648.44
232,8549,01-01-2023 03:51,288.57
233,7291,01-01-2023 03:52,203.47
234,3553,01-01-2023 03:53,319.02
235,8886,01-01-2023 03:54,588.33
236,4817,01-01-2023 03:55,940.77
237,6318,01-01-2023 03:56,709.55
238,6119,01-01-2023 03:57,810.38
239,8060,01-01-2023 03:58,390.73
240,8537,01-01-2023 03:59,107.2
241,7118,01-01-2023 04:00,572.24
242,6962,01-01-2023 04:01,540.25
243,4576,01-01-2023 04:02,433.02
244,1509,01-01-2023 04:03,567.06
245,7807,01-01-2023 04:04,124.23
246,5823,01-01-2023 04:05,95.88
247,1232,01-01-2023 04:06,339.81
248,8253,01-01-2023 04:07,296.92
249,8064,01-01-2023 04:08,98.53
250,7195,01-01-2023 04:09,167.22
251,5301,01-01-2023 04:10,397.64
252,8553,01-01-2023 04:11,259.35
253,5300,01-01-2023 04:12,356.33
254,9178,01-01-2023 04:13,375.57
255,6194,01-01-2023 04:14,296.15
256,9341,01-01-2023 04:15,81.82
257,1590,01-01-2023 04:16,281.58
258,7330,01-01-2023 04:17,478.72
259,5109,01-01-2023 04:18,909.32
260,2370,01-01-2023 04:19,449.36
261,6606,01-01-2023 04:20,378.81
262,1516,01-01-2023 04:21,299.25
263,3932,01-01-2023 04:22,471.44
264,7829,01-01-2023 04:23,836.94
265,7237,01-01-2023 04:24,401.43
266,2907,01-01-2023 04:25,861.6
267,7321,01-01-2023 04:26,377.52
268,6655,01-01-2023 04:27,96.97
269,9990,01-01-2023 04:28,506.82
270,9439,01-01-2023 04:29,272.43
271,8685,01-01-2023 04:30,984.54
272,5850,01-01-2023 04:31,73.88
273,9132,01-01-2023 04:32,910.47
274,4547,01-01-2023 04:33,105.59
275,5351,01-01-2023 04:34,537.24
276,7785,01-01-2023 04:35,435.76
277,9669,01-01-2023 04:36,164.59
278,5589,01-01-2023 04:37,292.59
279,4094,01-01-2023 04:38,920.73
280,6144,01-01-2023 04:39,288.93
281,7126,01-01-2023 04:40,559.91
282,3440,01-01-2023 04:41,79.08
283,9386,01-01-2023 04:42,746.58
284,2006,01-01-2023 04:43,757.41
285,6772,01-01-2023 04:44,625.66
286,2753,01-01-2023 04:45,179.13
287,9860,01-01-2023 04:46,765.2
288,3929,01-01-2023 04:47,612.3
289,2399,01-01-2023 04:48,713.62
290,5712,01-01-2023 04:49,959.87
291,5291,01-01-2023 04:50,477.96
292,2284,01-01-2023 04:51,472.13
293,9843,01-01-2023 04:52,442.97
294,1218,01-01-2023 04:53,251.11
295,5644,01-01-2023 04:54,597.81
296,2250,01-01-2023 04:55,275.69
297,5434,01-01-2023 04:56,143.53
298,2845,01-01-2023 04:57,849.51
299,4923,01-01-2023 04:58,911.05
300,7338,01-01-2023 04:59,663.65
301,2661,01-01-2023 05:00,16.73
302,8680,01-01-2023 05:01,825.07
303,2578,01-01-2023 05:02,429.35
304,8176,01-01-2023 05:03,34.31
305,1480,01-01-2023 05:04,38.1
306,7489,01-01-2023 05:05,54.32
307,3885,01-01-2023 05:06,792.05
308,3644,01-01-2023 05:07,419.74
309,4747,01-01-2023 05:08,703.4
310,9389,01-01-2023 05:09,224.84
311,1040,01-01-2023 05:10,221.59
312,7286,01-01-2023 05:11,238.63
313,3648,01-01-2023 05:12,346.54
314,2709,01-01-2023 05:13,617.35
315,4365,01-01-2023 05:14,566.67
316,9077,01-01-2023 05:15,875.43
317,9399,01-01-2023 05:16,117.9
318,8808,01-01-2023 05:17,526.96
319,7982,01-01-2023 05:18,429.8
320,3119,01-01-2023 05:19,33.87
321,1157,01-01-2023 05:20,718.71
322,1467,01-01-2023 05:21,922.81
323,4993,01-01-2023 05:22,775.51
324,8532,01-01-2023 05:23,885.41
325,9656,01-01-2023 05:24,137.35
326,5847,01-01-2023 05:25,250.55
327,9284,01-01-2023 05:26,902.72
328,3509,01-01-2023 05:27,37.88
329,6930,01-01-2023 05:28,702.99
330,8552,01-01-2023 05:29,15.31
331,4753,01-01-2023 05:30,761.89
332,6043,01-01-2023 05:31,317.53
333,6094,01-01-2023 05:32,565.1
334,5788,01-01-2023 05:33,514.96
335,8478,01-01-2023 05:34,103.66
336,2353,01-01-2023 05:35,919.91
337,9893,01-01-2023 05:36,609.21
338,6184,01-01-2023 05:37,267.99
339,2929,01-01-2023 05:38,341.17
340,1645,01-01-2023 05:39,798.05
341,5570,01-01-2023 05:40,965.01
342,3557,01-01-2023 05:41,381.99
343,6269,01-01-2023 05:42,297.84
344,4859,01-01-2023 05:43,660.21
345,4618,01-01-2023 05:44,795.4
346,7655,01-01-2023 05:45,834.22
347,3192,01-01-2023 05:46,485.96
348,1322,01-01-2023 05:47,94.98
349,8725,01-01-2023 05:48,545.88
350,2042,01-01-2023 05:49,631.73
351,3030,01-01-2023 05:50,127.09
352,1620,01-01-2023 05:51,267.72
353,8275,01-01-2023 05:52,280.89
354,5083,01-01-2023 05:53,59.42
355,6999,01-01-2023 05:54,561.09
356,6315,01-01-2023 05:55,624.6
357,9970,01-01-2023 05:56,737.33
358,8788,01-01-2023 05:57,354.18
359,6898,01-01-2023 05:58,797.19
360,7352,01-01-2023 05:59,177.27
361,1755,01-01-2023 06:00,367.93
362,9100,01-01-2023 06:01,64.72
363,9370,01-01-2023 06:02,109.99
364,8842,01-01-2023 06:03,464.07
365,2522,01-01-2023 06:04,596.3
366,2741,01-01-2023 06:05,525.54
367,7290,01-01-2023 06:06,150.67
368,8084,01-01-2023 06:07,754.16
369,9092,01-01-2023 06:08,44.34
370,1921,01-01-2023 06:09,734.33
371,4001,01-01-2023 06:10,98.25
372,1627,01-01-2023 06:11,296.11
373,8141,01-01-2023 06:12,638.06
374,5890,01-01-2023 06:13,827.29
375,6031,01-01-2023 06:14,268.2
376,1730,01-01-2023 06:15,966
377,8640,01-01-2023 06:16,133.22
378,7111,01-01-2023 06:17,122.99
379,7874,01-01-2023 06:18,48.2
380,5963,01-01-2023 06:19,27.43
381,3484,01-01-2023 06:20,904.85
382,3464,01-01-2023 06:21,225.82
383,7419,01-01-2023 06:22,21.36
384,2194,01-01-2023 06:23,32.26
385,3169,01-01-2023 06:24,366.92
386,9449,01-01-2023 06:25,709.46
387,5371,01-01-2023 06:26,247.13
388,4938,01-01-2023 06:27,622.1
389,4251,01-01-2023 06:28,713.09
390,9273,01-01-2023 06:29,552.58
391,6342,01-01-2023 06:30,152.42
392,9541,01-01-2023 06:31,252.54
393,1108,01-01-2023 06:32,644.3
394,9467,01-01-2023 06:33,411.78
395,4502,01-01-2023 06:34,985.43
396,6037,01-01-2023 06:35,226.19
397,8001,01-01-2023 06:36,828.7
398,8794,01-01-2023 06:37,919.39
399,1652,01-01-2023 06:38,9.34
400,3523,01-01-2023 06:39,790.53
401,4609,01-01-2023 06:40,912.42
402,3344,01-01-2023 06:41,354.11
403,3173,01-01-2023 06:42,653.34
404,4234,01-01-2023 06:43,509.8
405,8398,01-01-2023 06:44,652.42
406,3473,01-01-2023 06:45,639.55
407,3592,01-01-2023 06:46,874.65
408,9347,01-01-2023 06:47,236.38
409,7930,01-01-2023 06:48,145.55
410,8687,01-01-2023 06:49,919.32
411,9911,01-01-2023 06:50,81.81
412,7563,01-01-2023 06:51,193.46
413,1967,01-01-2023 06:52,848.84
414,6404,01-01-2023 06:53,497.7
415,5958,01-01-2023 06:54,425.73
416,4283,01-01-2023 06:55,429.93
417,1385,01-01-2023 06:56,880.7
418,7117,01-01-2023 06:57,52.61
419,3695,01-01-2023 06:58,42.29
420,5051,01-01-2023 06:59,296.85
421,7956,01-01-2023 07:00,535.65
422,6917,01-01-2023 07:01,251.19
423,4044,01-01-2023 07:02,166.15
424,1587,01-01-2023 07:03,860.6
425,2131,01-01-2023 07:04,254.04
426,1621,01-01-2023 07:05,273.95
427,7010,01-01-2023 07:06,553.16
428,6698,01-01-2023 07:07,865.91
429,2750,01-01-2023 07:08,135.62
430,2704,01-01-2023 07:09,789.57
431,4283,01-01-2023 07:10,105.71
432,6231,01-01-2023 07:11,462.44
433,7710,01-01-2023 07:12,391.24
434,8956,01-01-2023 07:13,467.62
435,7163,01-01-2023 07:14,851.22
436,5708,01-01-2023 07:15,112.37
437,1182,01-01-2023 07:16,297.51
438,5600,01-01-2023 07:17,282.89
439,5598,01-01-2023 07:18,669.27
440,9733,01-01-2023 07:19,527.95
441,8589,01-01-2023 07:20,689.41
442,9286,01-01-2023 07:21,944.31
443,1831,01-01-2023 07:22,613.86
444,1275,01-01-2023 07:23,615.7
445,9667,01-01-2023 07:24,167.21
446,3045,01-01-2023 07:25,940.67
447,7085,01-01-2023 07:26,483.85
448,2872,01-01-2023 07:27,936.67
449,3939,01-01-2023 07:28,133.34
450,4361,01-01-2023 07:29,949.87
451,6311,01-01-2023 07:30,311.07
452,5966,01-01-2023 07:31,708.79
453,9199,01-01-2023 07:32,288.05
454,6381,01-01-2023 07:33,828.38
455,7369,01-01-2023 07:34,557.64
456,6295,01-01-2023 07:35,660.37
457,3560,01-01-2023 07:36,801.06
458,9565,01-01-2023 07:37,124.13
459,9997,01-01-2023 07:38,300.19
460,1287,01-01-2023 07:39,708.25
461,1244,01-01-2023 07:40,47.01
462,6284,01-01-2023 07:41,577.72
463,5370,01-01-2023 07:42,522.73
464,5488,01-01-2023 07:43,620.84
465,5938,01-01-2023 07:44,630.42
466,6336,01-01-2023 07:45,328.27
467,9338,01-01-2023 07:46,788.67
468,8656,01-01-2023 07:47,111.72
469,8394,01-01-2023 07:48,255.6
470,7983,01-01-2023 07:49,791.1
471,4886,01-01-2023 07:50,817.43
472,1367,01-01-2023 07:51,694.8
473,4488,01-01-2023 07:52,312.3
474,1638,01-01-2023 07:53,158.88
475,2278,01-01-2023 07:54,227.58
476,1368,01-01-2023 07:55,310.38
477,5916,01-01-2023 07:56,937.09
478,2037,01-01-2023 07:57,918.97
479,6216,01-01-2023 07:58,593.55
480,1096,01-01-2023 07:59,75.71
481,3011,01-01-2023 08:00,410.15
482,8715,01-01-2023 08:01,909.65
483,4870,01-01-2023 08:02,349.25
484,9498,01-01-2023 08:03,532.39
485,3153,01-01-2023 08:04,763.3
486,4810,01-01-2023 08:05,370.35
487,1700,01-01-2023 08:06,419.73
488,3066,01-01-2023 08:07,738.17
489,4711,01-01-2023 08:08,835.52
490,8092,01-01-2023 08:09,864.68
491,2718,01-01-2023 08:10,703.25
492,8927,01-01-2023 08:11,982.74
493,9129,01-01-2023 08:12,35.12
494,3182,01-01-2023 08:13,574.63
495,3443,01-01-2023 08:14,323.91
496,8823,01-01-2023 08:15,326.47
497,3722,01-01-2023 08:16,301.51
498,7794,01-01-2023 08:17,937.4
499,7676,01-01-2023 08:18,776.46
500,5871,01-01-2023 08:19,783.38
501,5800,01-01-2023 08:20,457.39
502,4403,01-01-2023 08:21,302.32
503,9345,01-01-2023 08:22,866.82
504,1581,01-01-2023 08:23,536.18
505,1881,01-01-2023 08:24,739.52
506,5617,01-01-2023 08:25,779.39
507,2665,01-01-2023 08:26,291.15
508,5743,01-01-2023 08:27,374.53
509,9734,01-01-2023 08:28,23.98
510,1185,01-01-2023 08:29,475.73
511,4768,01-01-2023 08:30,729.28
512,7666,01-01-2023 08:31,946.22
513,9331,01-01-2023 08:32,577.38
514,7508,01-01-2023 08:33,781.99
515,9868,01-01-2023 08:34,751.7
516,3673,01-01-2023 08:35,611.87
517,8181,01-01-2023 08:36,808.94
518,9190,01-01-2023 08:37,795.23
519,8630,01-01-2023 08:38,813.81
520,7304,01-01-2023 08:39,959.4
521,5661,01-01-2023 08:40,373.15
522,9341,01-01-2023 08:41,509.65
523,1948,01-01-2023 08:42,272.38
524,9953,01-01-2023 08:43,618.01
525,6570,01-01-2023 08:44,603.02
526,5100,01-01-2023 08:45,730.23
527,4390,01-01-2023 08:46,726.3
528,7883,01-01-2023 08:47,865.03
529,6497,01-01-2023 08:48,558.26
530,6390,01-01-2023 08:49,258.21
531,4254,01-01-2023 08:50,695.82
532,3361,01-01-2023 08:51,586.76
533,8196,01-01-2023 08:52,508.93
534,6633,01-01-2023 08:53,203.74
535,6643,01-01-2023 08:54,116.16
536,1510,01-01-2023 08:55,905.04
537,4656,01-01-2023 08:56,809.72
538,6572,01-01-2023 08:57,612.82
539,3147,01-01-2023 08:58,602.92
540,3782,01-01-2023 08:59,454.81
541,3263,01-01-2023 09:00,904.91
542,8804,01-01-2023 09:01,521.67
543,9108,01-01-2023 09:02,837.02
544,5874,01-01-2023 09:03,736.13
545,5207,01-01-2023 09:04,698.28
546,3518,01-01-2023 09:05,781.75
547,9033,01-01-2023 09:06,191.77
548,7669,01-01-2023 09:07,739.44
549,6830,01-01-2023 09:08,139.02
550,6453,01-01-2023 09:09,860.14
551,7445,01-01-2023 09:10,305.32
552,7018,01-01-2023 09:11,367.69
553,9891,01-01-2023 09:12,787.94
554,7428,01-01-2023 09:13,89.97
555,2675,01-01-2023 09:14,585.9
556,8914,01-01-2023 09:15,367.61
557,3278,01-01-2023 09:16,637.39
558,1591,01-01-2023 09:17,921.74
559,2462,01-01-2023 09:18,523.01
560,9896,01-01-2023 09:19,649.05
561,9927,01-01-2023 09:20,125.95
562,3022,01-01-2023 09:21,418.61
563,1443,01-01-2023 09:22,956.6
564,5333,01-01-2023 09:23,171.67
565,2921,01-01-2023 09:24,485.02
566,4900,01-01-2023 09:25,377.38
567,3991,01-01-2023 09:26,524.35
568,7054,01-01-2023 09:27,461.16
569,6966,01-01-2023 09:28,330.49
570,7474,01-01-2023 09:29,807.02
571,9336,01-01-2023 09:30,497.63
572,5880,01-01-2023 09:31,849.45
573,9239,01-01-2023 09:32,828.53
574,2231,01-01-2023 09:33,16.35
575,6892,01-01-2023 09:34,201.5
576,1045,01-01-2023 09:35,59.87
577,5384,01-01-2023 09:36,376.53
578,3537,01-01-2023 09:37,52.61
579,8237,01-01-2023 09:38,321.77
580,5324,01-01-2023 09:39,137.92
581,1225,01-01-2023 09:40,818.19
582,7347,01-01-2023 09:41,852.87
583,2022,01-01-2023 09:42,504.34
584,2257,01-01-2023 09:43,230.15
585,3833,01-01-2023 09:44,158.77
586,5417,01-01-2023 09:45,678.92
587,2424,01-01-2023 09:46,7.56
588,1463,01-01-2023 09:47,19.37
589,5058,01-01-2023 09:48,900.74
590,8039,01-01-2023 09:49,595.84
591,4228,01-01-2023 09:50,38.49
592,5430,01-01-2023 09:51,11.71
593,4562,01-01-2023 09:52,753.6
594,3698,01-01-2023 09:53,120.95
595,9461,01-01-2023 09:54,185.8
596,5414,01-01-2023 09:55,795.02
597,5663,01-01-2023 09:56,339.4
598,9339,01-01-2023 09:57,866.11
599,7705,01-01-2023 09:58,127.89
600,9926,01-01-2023 09:59,372.54
601,3272,01-01-2023 10:00,747.29
602,8994,01-01-2023 10:01,881.94
603,7048,01-01-2023 10:02,603.34
604,9249,01-01-2023 10:03,493.7
605,8628,01-01-2023 10:04,249.22
606,5026,01-01-2023 10:05,612.34
607,8049,01-01-2023 10:06,481.45
608,8116,01-01-2023 10:07,490.98
609,8883,01-01-2023 10:08,989.77
610,6978,01-01-2023 10:09,195.05
611,4039,01-01-2023 10:10,650.65
612,1969,01-01-2023 10:11,348.38
613,2249,01-01-2023 10:12,553.13
614,5668,01-01-2023 10:13,291.2
615,6001,01-01-2023 10:14,285.84
616,2496,01-01-2023 10:15,959.63
617,9243,01-01-2023 10:16,625.61
618,8633,01-01-2023 10:17,129.94
619,3854,01-01-2023 10:18,70.34
620,6204,01-01-2023 10:19,864.28
621,7931,01-01-2023 10:20,753.53
622,6969,01-01-2023 10:21,267.39
623,8666,01-01-2023 10:22,159.86
624,8647,01-01-2023 10:23,184.23
625,8825,01-01-2023 10:24,442.97
626,8663,01-01-2023 10:25,914.72
627,6143,01-01-2023 10:26,233.46
628,2158,01-01-2023 10:27,428.12
629,7833,01-01-2023 10:28,332.6
630,2732,01-01-2023 10:29,813.52
631,7024,01-01-2023 10:30,365.08
632,3522,01-01-2023 10:31,584.52
633,3780,01-01-2023 10:32,905.31
634,3586,01-01-2023 10:33,647.48
635,9940,01-01-2023 10:34,671.06
636,5183,01-01-2023 10:35,614.21
637,8500,01-01-2023 10:36,169.35
638,5201,01-01-2023 10:37,521.55
639,5742,01-01-2023 10:38,61.08
640,9248,01-01-2023 10:39,813.95
641,1995,01-01-2023 10:40,839.94
642,4570,01-01-2023 10:41,784.02
643,6121,01-01-2023 10:42,33.19
644,3511,01-01-2023 10:43,259.84
645,8685,01-01-2023 10:44,400.99
646,3607,01-01-2023 10:45,195.4
647,6685,01-01-2023 10:46,484.46
648,9976,01-01-2023 10:47,799.63
649,5376,01-01-2023 10:48,270.36
650,7763,01-01-2023 10:49,71.86
651,5384,01-01-2023 10:50,323.89
652,2842,01-01-2023 10:51,743.74
653,5279,01-01-2023 10:52,381.12
654,9229,01-01-2023 10:53,420.58
655,1005,01-01-2023 10:54,771.88
656,6841,01-01-2023 10:55,728.15
657,4182,01-01-2023 10:56,439.26
658,4029,01-01-2023 10:57,400.23
659,1895,01-01-2023 10:58,311.49
660,9580,01-01-2023 10:59,351.18
661,2311,01-01-2023 11:00,440.63
662,9013,01-01-2023 11:01,989.61
663,5454,01-01-2023 11:02,315.54
664,7473,01-01-2023 11:03,494.31
665,5425,01-01-2023 11:04,796
666,4831,01-01-2023 11:05,959.45
667,4152,01-01-2023 11:06,161.26
668,9633,01-01-2023 11:07,269.14
669,8112,01-01-2023 11:08,286.41
670,6375,01-01-2023 11:09,757.94
671,7722,01-01-2023 11:10,465.91
672,5315,01-01-2023 11:11,192.43
673,2063,01-01-2023 11:12,816.36
674,4521,01-01-2023 11:13,855.24
675,6268,01-01-2023 11:14,826.11
676,1823,01-01-2023 11:15,41.53
677,4420,01-01-2023 11:16,239.6
678,4730,01-01-2023 11:17,143.85
679,9922,01-01-2023 11:18,852.53
680,5422,01-01-2023 11:19,292.2
681,5830,01-01-2023 11:20,912.37
682,3076,01-01-2023 11:21,409.34
683,4706,01-01-2023 11:22,543.62
684,2898,01-01-2023 11:23,944.54
685,5416,01-01-2023 11:24,277.13
686,3069,01-01-2023 11:25,696.61
687,3959,01-01-2023 11:26,882.61
688,5050,01-01-2023 11:27,512.55
689,9695,01-01-2023 11:28,221.99
690,3282,01-01-2023 11:29,391.31
691,8233,01-01-2023 11:30,716.81
692,7072,01-01-2023 11:31,364.61
693,8479,01-01-2023 11:32,526.18
694,2481,01-01-2023 11:33,417.53
695,1107,01-01-2023 11:34,198.51
696,8125,01-01-2023 11:35,158.21
697,9426,01-01-2023 11:36,736.96
698,6224,01-01-2023 11:37,197.22
