transaction_id,category,amount,quantity,customer_id
215,furniture,433.47,16,4855
216,furniture,366.15,16,7303
217,clothing,879.43,19,1019
218,books,31.9,17,1528
219,books,691.87,11,9463
220,clothing,949.72,5,5862
221,furniture,71.08,1,2283
222,furniture,369.12,10,3088
223,toys,836.15,8,3206
224,clothing,200.36,8,9070
225,clothing,418.64,6,7431
226,furniture,683.93,13,2964
227,clothing,111.04,15,4368
228,electronics,482.42,7,5357
229,furniture,825.14,5,1947
230,toys,339.9,13,6473
231,books,579.02,5,7859
232,books,591.62,8,1928
233,clothing,15.53,7,3662
234,clothing,137.52,13,1661
235,books,33.45,5,9814
236,toys,278.8,17,3675
237,electronics,745.97,11,4161
238,clothing,587.4,15,8491
239,books,413.53,17,6149
240,books,124.92,12,2198
241,furniture,212.77,8,6663
242,electronics,317.44,7,5254
243,clothing,523.27,4,2371
244,toys,916.9,18,5703
245,furniture,834.64,12,5633
246,furniture,448.48,12,7882
247,toys,405.25,7,7269
248,toys,958.59,10,8597
249,clothing,545.27,6,7565
250,clothing,18.42,14,2651
251,furniture,144.43,16,7631
252,electronics,604.24,10,1486
253,clothing,486.46,2,8692
254,books,283.49,5,1459
255,electronics,83.71,2,7655
256,toys,883.39,15,2436
257,books,178.32,7,9920
258,clothing,187.43,2,5846
259,toys,289.64,4,3455
260,electronics,248.08,11,4797
261,toys,99.6,11,2091
262,toys,821.36,19,7546
263,books,842.18,4,7223
264,electronics,391.06,10,7402
265,electronics,719.94,11,5025
266,electronics,51.81,12,3582
267,furniture,540.65,9,8359
268,clothing,309.75,7,9854
269,furniture,511.59,12,9582
270,books,764.95,1,1717
271,clothing,871.2,14,2966
272,furniture,119.7,6,2972
273,toys,190.26,15,4855
274,electronics,804.58,10,4815
275,electronics,150.39,15,8802
276,clothing,877.05,4,2705
277,clothing,950.26,1,4578
278,books,496.46,7,5812
279,books,734.71,19,5062
280,toys,11.88,18,9386
281,electronics,955.81,1,1963
282,books,44.41,7,5701
283,books,121.52,15,8671
284,furniture,319.3,16,8370
285,furniture,239.88,10,9657
286,toys,913.29,14,7460
287,clothing,563.95,3,5820
288,clothing,582.08,4,3106
289,books,213.79,17,2820
290,clothing,764.45,19,5963
291,books,987.45,14,9762
292,toys,107.29,8,2922
293,electronics,654.02,3,1588
294,electronics,606.13,6,2652
295,electronics,432.24,11,1588
296,electronics,145.14,18,8703
297,toys,166.71,18,5375
298,furniture,55.07,10,8145
299,books,903.78,5,9803
300,books,547.82,11,1513
301,toys,698.32,1,8886
302,books,900.1,16,5584
303,books,937.42,8,4167
304,furniture,453.91,9,3449
305,furniture,849.13,11,7438
306,clothing,771.18,17,7862
307,furniture,726.55,17,2251
308,furniture,771.49,17,5171
309,electronics,869.17,7,9588
310,clothing,857.22,18,5751
311,toys,642.69,17,4488
312,clothing,498.6,13,4326
313,electronics,792.73,13,3675
314,toys,908.87,8,7927
315,electronics,852.2,9,3001
316,furniture,156.64,3,8189
317,electronics,101.47,14,2335
318,clothing,772.91,13,9058
319,toys,286.29,6,9718
320,books,240.13,15,7669
321,books,114.18,17,8185
322,clothing,317.76,14,5972
323,furniture,224.0,10,8754
324,furniture,691.42,9,4089
325,furniture,454.37,18,5771
326,electronics,653.2,8,2360
327,furniture,656.6,12,9238
328,clothing,249.59,6,3896
329,books,573.58,6,1118
330,clothing,284.7,12,4921
331,toys,588.19,18,8854
332,furniture,435.84,19,1924
333,toys,358.25,18,4945
334,furniture,990.84,19,8563
335,furniture,91.2,10,4765
336,electronics,402.21,18,4335
337,furniture,327.31,11,9286
338,books,810.37,5,3842
339,books,724.53,12,9409
340,toys,694.49,10,8103
341,electronics,456.44,11,7407
342,electronics,698.85,9,3578
343,furniture,273.23,13,2320
344,clothing,410.93,17,8224
345,furniture,271.23,4,9931
346,books,163.51,15,8380
347,toys,519.3,5,5679
348,electronics,315.97,15,7856
349,clothing,346.52,17,5042
350,books,28.12,10,2825
351,furniture,803.13,2,9493
352,electronics,11.55,13,5102
353,toys,469.81,6,7104
354,furniture,187.04,12,3882
355,clothing,345.37,9,2738
356,books,569.91,2,9076
357,clothing,901.54,7,7327
358,furniture,469.13,12,8416
359,furniture,671.84,8,4390
360,books,394.17,18,7811
361,clothing,699.3,12,4671
362,books,348.69,6,1292
363,clothing,566.62,18,5019
364,clothing,759.24,2,3966
365,books,737.88,8,6022
366,electronics,164.36,16,4739
367,electronics,632.04,17,3571
368,electronics,623.8,14,2292
369,furniture,148.45,12,2366
370,clothing,33.64,8,2842
371,electronics,208.15,17,8765
372,furniture,360.75,7,3441
373,furniture,829.66,13,5836
374,clothing,196.15,10,8751
375,electronics,389.39,17,3221
376,books,901.76,5,9812
377,electronics,15.06,18,9949
378,furniture,76.75,1,8260
379,electronics,508.21,15,1594
380,furniture,741.08,14,3230
381,clothing,963.55,16,7326
382,furniture,245.76,18,4830
383,books,325.46,8,2890
384,toys,905.13,9,3163
385,clothing,571.24,7,5254
386,toys,156.57,19,2288
387,toys,431.85,2,1877
388,electronics,406.14,6,8712
389,clothing,741.74,10,2600
390,clothing,876.59,5,8584
391,toys,654.03,7,8733
392,furniture,20.12,17,8544
393,furniture,973.77,15,1133
394,furniture,308.44,11,5918
395,books,377.55,9,7024
396,clothing,505.87,15,8933
397,clothing,311.83,4,1425
398,toys,909.88,12,7646
399,toys,285.3,10,4492
400,toys,326.48,6,9768
401,books,931.93,1,5579
402,electronics,908.11,11,4548
403,electronics,421.49,2,2542
404,electronics,705.73,2,9899
405,electronics,297.58,5,5341
406,furniture,191.43,3,3459
407,toys,796.22,6,5692
408,books,920.3,8,2871
409,furniture,272.63,16,1026
410,toys,226.52,1,1142
411,furniture,169.85,2,8447
412,toys,169.35,13,5245
413,toys,596.11,3,9699
414,electronics,103.83,18,3922
415,electronics,906.15,19,6850
416,furniture,326.17,9,2509
417,clothing,415.58,5,6624
418,toys,909.42,1,9431
419,clothing,494.9,13,8474
420,toys,498.03,9,2475
421,clothing,36.35,1,1615
422,electronics,256.57,7,2419
423,toys,258.55,7,7399
424,clothing,901.04,3,7413
425,clothing,793.75,3,7499
426,clothing,202.54,4,1207
427,toys,792.32,15,2904
428,clothing,773.06,1,9298
429,furniture,625.07,3,1354
430,clothing,633.86,16,9343
431,furniture,693.35,15,5241
432,clothing,492.73,2,1681
433,clothing,318.86,19,8975
434,books,74.55,1,5929
435,toys,848.84,6,3409
436,clothing,803.5,7,9554
437,clothing,179.18,8,8984
438,toys,296.38,16,9216
439,electronics,104.72,5,1322
440,electronics,78.35,14,5997
441,electronics,183.73,14,7013
442,electronics,89.99,8,6851
443,toys,52.9,12,7021
444,toys,458.91,14,3702
445,furniture,192.73,1,7359
446,clothing,158.12,12,4251
447,toys,241.18,17,1015
448,furniture,175.16,3,6723
449,toys,255.14,10,5840
450,toys,54.62,19,9158
451,toys,431.19,18,9834
452,furniture,510.37,10,7502
453,clothing,137.3,9,9787
454,electronics,708.56,17,3129
455,toys,345.12,10,4559
456,clothing,456.37,15,4582
457,furniture,740.45,7,8484
458,toys,145.48,16,7318
459,books,714.74,10,3775
460,toys,393.05,6,3527
461,books,745.5,3,6894
462,electronics,758.95,11,2399
463,toys,668.0,6,4650
464,books,737.06,19,7064
465,toys,933.07,15,7114
466,electronics,304.89,15,3606
467,electronics,937.77,4,5267
468,furniture,259.12,1,4148
469,clothing,842.55,16,6251
470,furniture,709.91,19,5420
471,toys,694.67,7,3915
472,clothing,584.39,10,4084
473,furniture,450.53,15,5170
474,electronics,173.26,7,8078
475,furniture,666.0,18,6965
476,electronics,328.18,14,3142
477,electronics,485.96,12,8781
478,books,546.91,15,3881
479,clothing,703.85,2,6503
480,electronics,58.85,13,5437
481,books,521.26,15,4613
482,books,703.67,3,9686
483,electronics,529.28,4,5092
484,toys,73.71,5,3167
485,toys,457.44,18,3985
486,electronics,164.85,2,7156
487,books,224.05,2,4139
488,furniture,754.77,2,8963
489,toys,196.95,1,1928
490,electronics,817.86,14,8150
491,toys,510.48,6,3007
492,furniture,161.81,2,1208
493,clothing,528.91,19,8961
494,electronics,796.47,14,3854
495,electronics,895.51,1,3751
496,clothing,591.57,3,7180
497,electronics,672.74,6,6070
498,books,582.95,15,8645
499,electronics,274.8,10,8235
500,furniture,910.88,3,8414
501,clothing,731.8,18,4656
502,electronics,63.73,2,1724
503,books,762.92,5,7686
504,toys,276.14,12,9499
505,furniture,256.92,4,1855
506,furniture,404.98,13,7266
507,furniture,652.23,17,9904
508,furniture,134.09,4,9609
509,electronics,571.69,18,3317
510,furniture,581.37,12,6833
511,clothing,275.9,19,9121
512,electronics,282.45,5,5878
513,clothing,587.01,6,8083
514,toys,833.61,3,7698
515,books,416.51,17,7204
516,clothing,442.49,15,3815
517,toys,479.84,3,8723
518,electronics,751.42,1,2312
519,books,988.4,15,4961
520,electronics,676.26,3,5392
521,furniture,391.96,7,6827
522,electronics,238.03,9,3638
523,clothing,569.08,6,8953
524,books,325.83,16,2594
525,clothing,736.76,15,4902
526,clothing,922.71,15,4934
527,toys,813.89,7,4747
528,books,814.05,17,7236
529,furniture,116.11,15,4292
530,furniture,608.12,19,9279
531,clothing,852.6,17,9698
532,furniture,320.68,8,3083
533,furniture,80.08,18,1981
534,clothing,97.77,14,1080
535,clothing,441.0,18,6864
536,toys,286.2,14,2359
537,furniture,452.28,15,8940
538,clothing,507.79,7,6542
539,books,182.32,9,7249
540,furniture,290.06,1,2351
541,electronics,204.57,5,2968
542,electronics,820.2,4,3860
543,toys,597.42,11,5600
544,clothing,730.16,2,7563
545,electronics,410.25,4,1488
546,furniture,877.67,5,7351
547,toys,259.67,13,3933
548,electronics,736.98,5,3616
549,toys,846.35,2,3055
550,toys,890.74,5,7921
551,books,870.08,8,3091
552,electronics,210.41,7,9790
553,toys,24.47,9,5557
554,electronics,979.36,9,6865
555,electronics,406.78,4,5551
556,electronics,505.22,14,6506
557,electronics,541.39,2,9504
558,clothing,771.1,8,9550
559,books,545.19,9,5545
560,furniture,533.78,10,5020
561,electronics,299.8,6,6901
562,toys,562.13,15,3250
563,furniture,214.67,18,7217
564,clothing,701.96,9,5366
565,books,385.75,1,5485
566,books,259.62,19,3075
567,books,531.91,11,3965
568,toys,130.37,1,6048
569,electronics,200.27,1,4380
570,electronics,281.97,5,4055
571,electronics,134.55,11,1719
572,books,208.26,4,1615
573,furniture,810.75,17,2941
574,furniture,641.12,10,2909
575,furniture,900.0,14,1515
576,toys,21.27,6,3889
577,books,400.45,4,7097
578,furniture,825.17,12,4713
579,books,931.56,17,9599
580,furniture,146.27,11,1115
581,furniture,150.9,17,4583
582,books,644.12,8,8428
583,furniture,363.28,16,2183
584,clothing,864.71,17,8013
585,furniture,576.08,11,7186
586,electronics,669.84,6,1958
587,books,783.85,1,1100
588,clothing,790.94,12,6805
589,electronics,394.62,17,7131
590,clothing,804.26,9,9358
591,toys,257.1,16,2812
592,clothing,708.51,19,7359
593,clothing,962.9,12,9944
594,clothing,656.4,15,7235
595,toys,100.14,8,8265
596,toys,717.82,7,2829
597,toys,212.04,8,1009
598,furniture,118.85,5,8527
599,electronics,348.06,14,8055
600,books,24.37,7,6442
601,furniture,934.68,2,9934
602,furniture,158.29,11,6672
603,electronics,913.35,15,8807
604,clothing,479.47,8,6823
605,furniture,199.51,12,6079
606,books,969.92,10,9987
607,electronics,963.19,11,9904
608,toys,229.39,16,7719
609,furniture,486.2,19,7876
610,clothing,731.22,18,7501
611,toys,81.45,4,4727
612,books,579.24,16,2828
613,clothing,750.02,2,5894
614,books,89.65,4,5134
615,furniture,390.7,2,9790
616,books,791.98,19,4682
617,clothing,708.44,12,5270
618,clothing,205.42,10,9120
619,furniture,274.74,1,2601
620,furniture,764.44,4,2534
621,clothing,802.84,13,5210
622,toys,641.93,7,6210
623,books,397.28,4,5827
624,clothing,226.78,2,1348
625,books,574.18,6,7653
626,toys,956.42,14,3851
627,books,965.13,18,1693
628,toys,84.71,18,8599
629,furniture,933.33,12,3427
630,books,374.32,9,5308
631,books,115.37,10,1406
632,books,918.43,17,3187
633,electronics,136.55,12,8515
634,books,887.63,9,8018
635,clothing,575.58,15,5752
636,clothing,84.9,6,5510
637,toys,690.85,18,5822
638,books,399.22,3,5537
639,furniture,393.74,10,5104
640,electronics,584.26,14,3526
641,electronics,734.0,15,5029
642,electronics,69.03,17,3360
643,electronics,732.88,17,3000
644,toys,220.02,13,7952
645,furniture,501.5,12,2563
646,books,953.75,9,1843
647,clothing,755.32,3,6869
648,furniture,352.96,5,6222
649,books,797.59,15,2092
650,toys,728.08,1,3384
651,furniture,598.31,18,6376
652,electronics,636.07,3,5576
653,furniture,233.87,19,8363
654,books,789.91,15,4685
655,toys,590.89,3,4523
656,electronics,470.55,18,1698
657,clothing,955.57,14,3258
658,electronics,222.08,10,3987
659,toys,111.38,16,2295
660,clothing,824.77,5,6216
661,furniture,850.96,16,1787
662,toys,894.53,6,8781
663,clothing,72.13,3,1760
664,electronics,672.08,13,5634
665,furniture,583.41,11,3059
666,clothing,216.79,12,6487
667,clothing,400.88,5,5818
668,books,736.15,4,8395
669,furniture,827.12,6,4383
670,books,10.95,18,6215
671,electronics,881.39,19,7003
672,books,541.43,19,8560
673,books,742.33,1,3529
674,furniture,633.26,8,1846
675,clothing,746.49,11,4963
676,electronics,650.71,11,2504
677,toys,742.55,10,7297
678,clothing,955.41,7,4350
679,furniture,680.54,11,5266
680,books,565.56,10,9146
681,electronics,149.07,16,6477
682,books,731.56,12,2210
683,toys,270.74,1,2248
684,books,478.06,5,4731
685,furniture,851.76,19,5059
686,books,612.68,10,2513
687,electronics,867.4,18,4184
688,books,635.73,19,5352
689,books,271.12,11,3505
690,clothing,959.27,19,4997
691,furniture,482.11,18,6117
692,electronics,193.18,15,4099
693,books,901.76,10,1190
694,furniture,454.26,2,9464
695,books,267.96,9,9640
696,furniture,672.65,11,3099
697,books,215.88,17,4079
698,toys,669.97,5,9881
699,furniture,496.04,14,9177
700,clothing,764.94,19,4440
701,clothing,612.12,13,9009
702,clothing,619.99,5,4419
703,toys,904.48,9,5970
704,clothing,713.74,7,2097
705,furniture,87.08,5,4862
706,electronics,412.47,18,1671
707,books,478.53,5,1411
708,books,179.29,17,6893
709,clothing,21.11,14,2346
710,electronics,121.57,19,6419
711,toys,377.8,8,5534
712,books,201.98,11,1631
713,electronics,325.84,10,4448
714,electronics,781.93,10,9643
715,furniture,489.84,10,2245
716,clothing,374.8,2,6112
717,furniture,674.35,14,2790
718,electronics,840.72,8,9239
719,toys,997.8,10,7006
720,toys,563.66,3,3880
721,toys,944.68,10,2178
722,furniture,487.37,8,1890
723,books,445.81,8,6871
724,toys,417.85,12,4503
725,furniture,130.11,11,4015
726,clothing,701.44,12,3919
727,clothing,592.39,2,7871
728,clothing,473.99,6,8899
729,toys,33.83,9,4382
730,furniture,203.25,19,6479
731,furniture,46.03,16,3451
732,toys,661.82,16,4476
733,clothing,253.85,3,9640
734,toys,371.14,17,6077
735,toys,638.38,2,7766
736,books,47.02,1,1828
737,toys,482.34,7,1191
738,toys,933.76,14,5189
739,toys,363.06,2,7394
740,toys,758.8,3,6545
741,toys,603.46,1,2789
742,toys,903.84,12,3369
743,toys,429.89,6,4787
744,books,169.39,5,9621
745,electronics,478.58,17,2255
746,clothing,894.89,14,4244
747,electronics,633.96,16,3605
748,clothing,252.93,16,3459
749,clothing,245.32,2,2350
750,clothing,210.97,9,7171
751,clothing,97.77,14,2650
752,clothing,924.84,4,7998
753,books,625.58,8,4514
754,toys,990.78,9,3963
755,books,87.69,1,3616
756,clothing,165.78,12,4808
757,clothing,378.87,18,9250
758,electronics,855.11,11,4287
759,clothing,261.37,11,8572
760,electronics,703.74,14,9509
761,books,426.01,17,8411
762,toys,404.65,13,3689
763,books,841.47,5,8713
764,books,159.73,6,6226
765,toys,228.17,2,1596
766,electronics,263.71,5,1236
767,electronics,323.0,3,3270
768,electronics,652.81,7,9010
769,toys,647.81,15,4243
770,books,700.42,7,8721
771,toys,51.17,6,6970
772,furniture,462.46,1,1651
773,furniture,318.63,6,1324
774,toys,552.16,18,3586
775,furniture,959.23,15,6775
776,toys,600.15,9,7915
777,furniture,876.2,2,5002
778,furniture,356.84,5,9513
779,clothing,808.9,11,2590
780,furniture,247.25,18,4674
781,furniture,755.88,16,2554
782,books,790.06,8,5891
783,toys,530.09,9,9262
784,clothing,703.16,3,9787
785,books,916.48,10,3979
786,electronics,230.84,8,2979
787,electronics,198.52,10,4919
788,books,391.78,9,9671
789,toys,768.04,4,5632
790,furniture,159.77,4,5407
791,toys,441.89,10,6039
792,furniture,184.6,18,2051
793,furniture,997.44,5,6844
794,books,33.86,3,9210
795,clothing,547.53,19,4554
796,electronics,830.98,1,8720
797,toys,978.32,6,6801
798,clothing,648.83,2,3217
799,books,996.2,17,3991
800,books,895.8,11,7156
801,furniture,283.92,13,7265
802,electronics,486.65,19,4288
803,electronics,980.78,11,1535
804,furniture,268.19,6,2359
805,electronics,123.26,14,1261
806,electronics,630.18,19,5684
807,furniture,273.76,13,6801
808,clothing,304.26,6,6501
809,electronics,783.67,15,8333
810,toys,68.06,10,1215
811,clothing,863.01,9,1486
812,furniture,642.33,19,4068
813,furniture,569.55,2,2933
814,clothing,553.41,12,9478
815,toys,43.2,18,3733
816,books,355.37,5,4291
817,furniture,45.92,15,9647
818,clothing,930.46,12,1796
819,toys,569.81,19,1579
820,books,278.2,18,4728
821,toys,40.71,12,7626
822,toys,259.11,4,9708
823,electronics,847.72,9,3325
824,electronics,637.75,7,6159
825,books,244.27,14,1603
826,furniture,939.44,5,2833
827,electronics,286.97,19,3706
828,books,657.26,6,5928
829,electronics,836.46,15,8940
830,toys,625.25,12,1526
831,clothing,981.81,1,9440
832,electronics,53.58,15,2326
833,electronics,868.83,7,4770
834,books,572.49,14,5901
835,furniture,195.87,19,9047
836,toys,465.47,2,2056
837,books,191.71,8,1167
838,books,649.54,8,5210
839,clothing,400.93,8,8851
840,clothing,448.21,3,1145
841,toys,224.88,8,6199
842,clothing,479.18,2,8119
843,furniture,160.61,2,1451
844,toys,871.51,12,1529
845,furniture,894.68,14,4349
846,books,870.57,12,5730
847,furniture,886.59,6,7354
848,clothing,242.8,9,6205
849,clothing,754.82,8,6495
850,electronics,751.98,5,2806
851,clothing,637.09,18,8673
852,electronics,962.34,5,5624
853,toys,445.36,3,3920
854,electronics,594.41,5,2951
855,electronics,672.49,10,5506
856,clothing,116.08,8,5220
857,electronics,540.9,3,5766
858,electronics,930.85,15,6021
859,books,549.19,11,1457
860,electronics,279.74,6,2591
861,books,724.01,3,1381
862,clothing,344.78,14,2355
863,furniture,999.06,12,8868
864,furniture,892.65,6,4223
865,toys,143.95,1,2570
866,electronics,195.38,6,4128
867,toys,613.76,11,7362
868,books,950.92,12,5111
869,toys,293.23,15,6785
870,toys,85.07,9,3766
871,toys,106.72,9,8868
872,toys,731.13,13,4025
873,furniture,251.67,17,3470
874,clothing,359.49,8,7812
875,books,907.06,19,8031
876,electronics,844.07,6,9727
877,furniture,743.07,8,6054
878,electronics,158.37,14,5396
879,furniture,215.36,9,9889
880,books,657.84,5,9144
881,clothing,876.08,3,7201
882,clothing,333.18,8,8268
883,books,389.67,15,8152
884,electronics,659.33,14,4758
885,books,141.76,11,1078
886,books,356.48,17,4970
887,books,218.63,8,7527
888,toys,790.25,18,7172
889,clothing,979.78,16,7212
890,clothing,331.74,5,4669
891,clothing,329.72,3,3081
892,toys,929.35,10,2357
893,furniture,971.04,11,2558
894,toys,204.21,2,7774
895,electronics,399.94,4,9331
896,books,190.02,4,9019
897,books,337.13,8,4091
898,clothing,691.18,6,2498
899,books,778.19,10,4261
900,books,435.0,1,1950
901,furniture,823.34,3,6496
902,furniture,51.12,3,8732
903,toys,852.47,18,7045
904,electronics,87.0,12,4739
905,toys,119.35,8,6102
906,furniture,352.28,17,7090
907,clothing,347.87,14,2852
908,electronics,975.24,4,2902
909,toys,62.79,6,9522
910,electronics,296.96,13,7664
911,books,817.57,17,7835
912,books,410.82,16,1025
913,toys,804.97,14,6518
914,toys,191.97,15,9084
915,furniture,43.26,6,6499
916,electronics,935.39,6,6820
917,toys,529.98,3,9466
918,books,213.9,4,4869
919,furniture,358.23,15,7135
920,furniture,524.02,16,1973
921,furniture,944.05,16,9789
922,toys,768.65,1,4116
923,toys,463.99,5,1888
924,furniture,478.79,1,7079
925,electronics,511.45,7,6510
926,furniture,115.23,14,5986
927,books,683.29,2,3772
928,clothing,411.92,6,6212
929,furniture,672.2,16,6471
930,toys,528.65,4,5771
931,electronics,311.28,9,6796
932,books,682.26,8,1667
933,toys,265.31,14,2003
934,toys,997.86,8,8399
935,electronics,430.45,2,3009
936,clothing,865.16,6,2147
937,toys,368.69,19,9052
938,toys,22.8,16,8875
939,toys,570.71,16,2279
940,books,529.24,17,2732
941,toys,923.65,7,1212
942,books,413.9,18,9017
943,toys,62.38,12,9947
944,toys,562.16,2,6771
945,toys,25.22,14,2649
946,books,873.8,16,9840
947,toys,581.94,16,1329
948,electronics,731.7,16,4696
949,furniture,338.52,18,4285
950,electronics,549.88,9,7743
951,furniture,484.32,10,2386
952,electronics,254.74,19,7840
953,electronics,130.78,16,9910
954,toys,433.97,13,8673
955,furniture,65.87,12,8351
956,books,908.02,19,6728
957,furniture,11.54,8,1148
958,toys,832.35,2,6256
959,books,92.7,12,3788
960,furniture,581.29,17,1499
961,clothing,743.0,3,2776
962,furniture,803.14,14,4864
963,electronics,36.09,2,3332
964,electronics,294.5,1,1557
965,electronics,824.89,3,9118
966,furniture,707.31,7,7386
